"","to","from","fraction2010","fraction2011","fraction2012","fraction2013","fraction2014","fraction2015","fraction2016","fraction2017","fraction2018","fraction2019","fraction_mean"
"131","Romania","Austria",0.00209644706041298,0.00374541086921817,0.0016754430255499,0.00265476885621368,0.00197307823284097,0.00172299574395975,0.00179977320919708,0.00444761549225548,0.00260376237871659,0.00133787083181698,0.00240571657001816
"132","Russian Federation","Austria",0.000570762196215272,0.0014562946896976,0.000677077236415951,0.00083445221741682,0.000751986997157161,0.000526202885729928,0.000411166592076751,0.000784492777340254,0.000327940845804161,0.000527030049199628,0.000686740648705353
"133","Slovakia","Austria",0.0193003974650064,0.036336372980513,0.0654514894457076,0.0100749537534846,0.0149600705050973,0.00813390792196002,0.0207439294901256,0.0352531289023514,0.0202051194633813,0.0609121910097387,0.0291371560937366
"134","Slovenia","Austria",0.0741354490175914,0.119721638952359,0.0765522610536944,0.025972671433628,0.04994607291214,0.0374243456699931,0.0774768551139709,0.0301621774102857,0.0200719436488299,0.0438088183281988,0.0555272233540691
"135","Spain","Austria",0.000411029118579661,0.00027898130285111,0.00023267332667002,0.00019961590300777,0.000225429410934794,0.000154153301458809,0.000220345902986235,0.000242949883194131,0.000212491320194453,0.000101578176542373,0.000227924764641936
"136","Switzerland","Austria",0.0886276557628126,0.0636078739125856,0.0689827321982673,0.0357774113273931,0.0548936204210752,0.0724276500367503,0.0488096619717397,0.034467775335814,0.0291327922733874,0.0218655289254196,0.0518592702165245
"137","Ukraine","Austria",0.0216287271976299,0.0150511980579364,0.0183019262026644,0.0289530562594505,0.0333473162581226,0.0168976754058795,0.0174160162787184,0.0136048256821623,0.0227414850669536,0.00953255331991782,0.0197474779729435
"138","United Kingdom of Great Britain and Northern Ireland","Austria",0.000578350461042594,0.000735839861589368,0.000649973929952116,0.00066589504214695,0.000471333671182774,0.000505095861363894,0.000590686970982659,0.000515478251750661,0.000547272589044418,0.000532064821800744,0.000579199146085618
"139","Lithuania","Belarus",0.0156531163079139,0,0,0,0,0,0,0,0.0132418882180778,0,0.00288950045259917
"140","Algeria","Belgium",0.000707157280304942,0.000486438821741662,0.00026393306096311,0.000332235744701278,0.000434890707067863,0.000591678455795941,0.00044932862054435,0.000268963144415464,0.000210527524282919,0.000157830261009807,0.000390298362082734
"141","Denmark","Belgium",0.00267397957075296,0.000446437246584907,0.00145941189660831,0.000931757994679253,0.00313204855826779,0.00232032251547432,0,0.000385556128903085,0.000872126473121405,0.00108370267128367,0.00133053430556757
"142","France","Belgium",0.0301215147789581,0.0241117092535378,0.0260927081151988,0.0242042018760071,0.0234456521073416,0.0254239535814488,0.0304166904839382,0.0317370995107508,0.0227867236811127,0.0116485925088659,0.024998884589716
"143","Germany","Belgium",0.00689126815244638,0.0108754033588556,0.00649949751863525,0.00702397744440553,0.00624189433027084,0.00330982176693696,0.00288969109920342,0.00220923235055831,0.00276769587866585,0.00295399748588297,0.00516624793858611
"144","Iceland","Belgium",0.00263931258084372,0,0.00541862110614868,0,0,0,0,0,0,0,0.00080579336869924
"145","Ireland","Belgium",0.000460390239509853,0.00261174352589317,0.00195904979974301,0.000680659924972391,0.000218188695925483,0.000505458891892817,0.000602414700866669,0.00103511076314125,0.000674464907008805,0,0.000874748144895344
"146","Italy","Belgium",0.000693587900712478,0.000770290772526209,0.00128031127482762,0.000707242295900101,0.000716696115527303,0.000800360533652674,0.000535711448046178,0.000433818518359728,0.000295010403700472,0.000300296839889993,0.000653332610314276
"147","Luxembourg","Belgium",0.00565547704613547,0.00335973378275238,0.0447996529326287,0.0237240764943796,0.0448508006203109,0.057161179446605,0.0488004684036845,0.115285083702426,0.0177469283661935,0.00714086258960601,0.0368524263384722
"148","Netherlands","Belgium",0.0193827619820696,0.0233653073405246,0.0285082263912725,0.019124744218432,0.0177213613276931,0.018680456438412,0.0138197100066774,0.0124363279561022,0.0149763890264163,0.0139437163105619,0.0181959000998162
"149","Portugal","Belgium",0.000494876723355308,0.000338097840582688,0.000393937337149306,0.00017512999116096,0.000299130290215773,0.000416333922118749,0.000276080363178356,0.00020166031041264,8.8857195780949e-05,8.45300904184973e-05,0.000276863406437323
"150","Spain","Belgium",0.000531469126566762,0.000457203760343202,0.000453015674171264,0.000356592477767448,0.000290543239525506,0.000317406942795063,0.000565240109935014,0.00032540782844654,0.000131695089708176,5.61770278685313e-05,0.000348475127712751
"151","United Kingdom of Great Britain and Northern Ireland","Belgium",0.00197015309646001,0.00677318718634491,0.00235859898772035,0.0026035077570135,0.00111849819486171,0.000935766211923562,0.00125745918042891,0.00129793727536221,0.000609930207886811,0.000447399408235672,0.00193724375062376
"152","Guatemala","Belize",0.00856915123465803,0.003497326382338,0.00375298067757026,0,0.00230098148789249,0.00270712681243603,0.00401483903127613,0.00506169309290234,0.00684582907653213,0.0030606635764642,0.00398105913720696
"153","China, mainland","Benin",3.17977457524298e-06,0,0,0,1.74298683364272e-06,0,0,0,0,0,4.92276140888569e-07
"154","Niger","Benin",0.42148417468223,0,0.324209411677488,0.147974135957731,0,0,0,0,0,0,0.0893667722317449
"155","Togo","Benin",0.00632090195223653,0,0,0,0,0,0,0,0,0,0.000632090195223653
"156","Argentina","Bolivia (Plurinational State of)",0.00306370599978953,0.00605919669514414,0.0242639546469915,0.0354415913044047,0,0.00211638324327985,0.0262182334468273,0.000154464097044392,2.8999849229226e-05,4.58035016066054e-05,0.00973923327843173
"157","Brazil","Bolivia (Plurinational State of)",2.31514774058689e-05,0,0.00211708473894982,0.00296452448996821,1.67135395647645e-05,2.03146999309348e-05,5.29916402671943e-05,9.15067037285399e-05,1.67793800523207e-05,1.07719819951196e-05,0.000531383865186278
"158","Chile","Bolivia (Plurinational State of)",0.000144717978845634,0,0.00729993567826623,0.00478210996443731,0.0027147976433448,0.00366471921530637,0.0003460263516003,0,0.00021031776194967,0.000773974985118171,0.00199365995788685
"159","Colombia","Bolivia (Plurinational State of)",0.00281503509362054,0.000214651744710697,6.0193350487404e-05,0.0176166300333771,0.00311395712376013,1.82024429146903e-05,0.00516876669718727,1.10212591486933e-05,2.48608741822248e-05,1.40323010513547e-05,0.00290573509204401
"160","Ecuador","Bolivia (Plurinational State of)",0.000489440693876134,0,0.114323780729964,0.0996388964358684,0.0011684204573711,0.00078597390751919,0.000284985680127404,0.000414234659564295,0.000423843934562631,8.80190445141435e-05,0.0217617595543367
"161","Peru","Bolivia (Plurinational State of)",0.00940472420946716,0.00572042731302563,0.0350854284319467,0.0486830024949421,0.0243750118915504,0.0222924148370374,0.00966842080998229,0.00248335968585473,0.00243039169356451,0.00218625973345997,0.0162329441100831
"162","Croatia","Bosnia and Herzegovina",0.00175254383400443,0.00442146376157128,0.0142416059967571,0.0468695466500166,0.00324372745355652,0,0,0.000971850971092662,0.0978050252918945,0.0153835084028527,0.0184689272361746
"163","Italy","Bosnia and Herzegovina",2.46162548356963e-05,3.37452599786725e-05,0,5.55078058467676e-05,1.01886394853779e-05,0,0,1.62995737672966e-05,0.00138330579681444,0.000168275317267082,0.000169193864799533
"164","Serbia","Bosnia and Herzegovina",0.0273943641169104,0.0144718985051619,0.00184589066102702,0.00946274617942488,0.00439494233643072,0.00358210840100061,0.01686496749001,0.00989522174089771,0.00744016706059206,0.0019643238293547,0.009731663032081
"165","Slovenia","Bosnia and Herzegovina",0.00269825812391502,0.00311680007381338,0,0,0,0,0,0,0,0,0.00058150581977284
"166","Turkey","Bosnia and Herzegovina",0.0063444637633298,0.000130500305184673,7.31769760975287e-05,0.00256859376642922,0.00509437133606763,0.00536883998796195,0.0103334404020595,0.00319658074434684,0,0.000486640233661348,0.00335966075151385
"167","Algeria","Brazil",0.0391872264681662,0.0982214660996741,0.0303167472815408,0.0831899666626919,0.0560194259353313,0.0808054173733484,0.0419569977775943,0.0420062398411418,0.053483609894648,0.0432851711092719,0.0568472268443409
"168","Angola","Brazil",0.884181643824634,0.635007852367702,0,0.315955337366451,0.429612243357995,0.664560340514243,0.00971178168947041,0.0881349113646728,0.00246567123962986,0.0329189448116648,0.306254872653646
"169","Argentina","Brazil",0.0130832092385233,0.0589020598389166,0.0627308856135284,0.0392170709119799,0.0770320990725476,0.110608772891272,0.0245818923646035,0.110210329904311,0.0982784467276323,0.0920949796345587,0.0686739746197873
"170","Belgium","Brazil",0.025476246119293,0.0237094241866798,0.0125888684834475,0.0171231719732548,0.0159092090568154,0.00739925866777685,0.0092602221883412,0.0127157541016803,0.0306393761695801,0.0133254654898363,0.0168146996436705
"171","Bolivia (Plurinational State of)","Brazil",0.0214728752197197,0.0433074041966851,0.0156793662154288,0.0726900568728535,0.0388838511611256,0.119220054729789,0.0121943046429549,0.0180658405782326,0.0263744067268985,0.0314005115137064,0.0399288671857394
"172","Brunei Darussalam","Brazil",0.107365478800283,0.0923991203615757,0.0880056480633021,0.0149962922008173,0.00276195704492458,0.0582372062746401,0.096895970566811,0.112312073976254,0.117515980288221,0.0351842853090032,0.0725674012885831
"173","Chile","Brazil",0.00151112385568085,0.000539184970889999,0.000805449369727752,0.0380376794478466,0.000719730967731142,0.001073886998008,0.000317064146729043,0.000246670685614296,0.000657726961422908,0.000507676873668541,0.00444161942773191
"174","China, mainland","Brazil",0.288979174488688,0.39155470163798,0.350701610770949,0.418522519996929,0.430383615427591,0.466668071899854,0.421551507651667,0.522746796496297,0.747084973347191,0.580469893961664,0.461866286567881
"175","China, Taiwan Province of","Brazil",0.214936858376241,0.263783178999613,0.381094282942899,0.408261779626332,0.295339235019944,0.415633479620839,0.281915437313911,0.329785962096031,0.123630101265909,0.408281309583762,0.312266162484548
"176","Colombia","Brazil",0.137824708550763,0.0845304660713786,0.0948607866568892,0.158932566115962,0.000890813302398907,0.00317351462849572,0.00694499950396635,0.00369544768948145,0.000498602757633753,0.0994598380786639,0.0590811743355634
"177","Cuba","Brazil",0.0752025917113895,0.111203711195657,0.144716273770919,0.0887764631539447,0.0972676116112556,0.0359171290991718,0.0590564334396788,0.0601130484707581,0.071047283249858,0.103289219436557,0.084658976513919
"178","Denmark","Brazil",0.0549259352462661,0.00907227837102067,0.00351052861470445,0.00827000724684186,0.0254526133956387,0.00553871289000337,0.00789530750114458,0.0121025516324403,0.00874249691389376,0.0131802200303198,0.0148690651842274
"179","Dominican Republic","Brazil",0.0904999042749821,0.106430808315006,0.383617972495839,0.382563643025112,0.200621565296372,0.313654620328023,0.219512368682708,0.373347413906155,0.215046915829873,0.45299354900423,0.27382887611583
"180","Ecuador","Brazil",0.0747461846145014,0.0310779108999649,0.0413153048677471,0.0387330180150647,0.0921861611515345,0.0512491496092527,0.0317387871323613,0.000744064356243536,0.00158408013366531,0.00167758621207685,0.0365052246992412
"181","Egypt","Brazil",0.0189595394386108,0.0314588280327875,0.101125166314523,0.103733336444939,0.0734573694475205,0.12765187745376,0.0710794311053486,0.144654737201086,0.0864851207905505,0.120600239114101,0.0879205645343226
"182","France","Brazil",0.114813746769974,0.215214045929156,0.477804334676345,0.159052838045569,0.152847669961842,0.227680333152508,0.157407310687973,0.150802290128376,0.131515798256,0.137161475943704,0.192429984355145
"183","Germany","Brazil",0.11461693136841,0.0968769336137901,0.139332438795181,0.13129866214884,0.121252883040644,0.0809477103537388,0.117363518790383,0.0490880041268141,0.0552495060265316,0.0453214881836038,0.0951348076447936
"184","Guatemala","Brazil",0.000952824797745767,0,0.127765964899899,0.0956453009207777,0.000210608998877373,0.0586956782545011,0.00738929271503483,0.0782160721352598,0.000525118763229846,0.116697888522747,0.0486098750008073
"185","Iceland","Brazil",0.0133114015741786,0,0,0,0,0,0.0143962552852434,0.0154219345369193,0.0092257314913681,0.148347741926961,0.0200703064814671
"186","Indonesia","Brazil",0.0530824527956296,0.0226146721666949,0.0132135577128388,0.119809420095662,0.103062029710171,0.0918924786170726,0.0586919021552962,0.0104136792119791,0.0170059450036424,0.0189309442969276,0.0508717081765914
"187","Iran (Islamic Republic of)","Brazil",0.309763043284032,0.462439654788801,0.301785031316082,0.274381087395854,0.350939098644822,0.474521712614482,0.510873000103415,0.690815996152431,0.636996295541223,0.62715031700465,0.463966523684579
"188","Ireland","Brazil",0.0655762536999312,0.0802753906261495,0.00201902840934953,0.0507251062259587,0.00387109073405226,0.00433594511769471,0.00377159072189887,0.158142594111873,0.10005090448736,0.177535088965421,0.0646302993099688
"189","Israel","Brazil",0.0236660565567987,0.0462801495820536,0.052880366349625,0.0917788744463287,0.059876225080524,0.0525825545948714,0.0291281410180346,0.118981995969977,0.0394100688318818,0.105501794759439,0.0620086227189533
"190","Italy","Brazil",0.0501292711683666,0.0167303830820518,0.0172173830718087,0.039086079367336,0.0379128498791887,0.00826533870383479,0.0395857814338953,0.0418690278009195,0.0228113582758989,0.0399581575081075,0.0313565630291408
"191","Japan","Brazil",0.0428658963241406,0.0543413273041075,0.151576826148462,0.19290804865661,0.0825407177556609,0.14416500954953,0.128311174075088,0.135099630941937,0.0325168112113319,0.276422415729946,0.124074785769681
"192","Jordan","Brazil",0.001190514949313,0.0275634848745281,0.0449852795936085,0.0856068993859603,0.0611225595043817,0.0951320116962219,0.0240317021872797,0.0839149708271072,0.156627992077562,0.307207204016195,0.0887382619112158
"193","Kenya","Brazil",0.0183922248944041,0.0462069797542717,0.00372282430378766,0,0,0.000196203524755843,0,0.002176810824209,3.31409508956721e-05,0.00012408389228657,0.00708522681446106
"194","Libya","Brazil",0.0417841835799731,0.0540822932913727,0.0231470847685823,0.0037681974350762,0.0220543318815678,0.000968732920993557,8.13449201552276e-05,8.82978720863633e-05,3.98419845299411e-05,8.53910273276292e-05,0.0146099699681665
"195","Luxembourg","Brazil",0.00173868690034072,0.00190706048371983,0,0.00286475971005932,0.00092954868019223,0,0,0,0.000432543292146332,0,0.000787259906645843
"196","Malaysia","Brazil",0.188065577049468,0.111696778671392,0.129607499037167,0.212645442635024,0.248129724892709,0.321928167000049,0.27385985164664,0.263671397537112,0.219201691171524,0.249766970912013,0.22185731005531
